id,user_id,role,activity_type_id,activity_type,activity_type_e,date,start,finish,target_id,target_role,activity2user_id
950,12,介護,4,排泄,Excretion,2018-02-09,1518172781000.0,1518172782000.0,60,４階,11155
952,12,介護,4,排泄,Excretion,2018-02-09,1518172817000.0,1518172818000.0,67,４階,11164
958,12,介護,4,排泄,Excretion,2018-02-09,1518179025000.0,1518179028000.0,59,４階,9654
958,12,介護,4,排泄,Excretion,2018-02-09,1518179025000.0,1518179028000.0,61,４階,9655
958,12,介護,4,排泄,Excretion,2018-02-09,1518179025000.0,1518179028000.0,63,４階,9656
958,12,介護,4,排泄,Excretion,2018-02-09,1518179025000.0,1518179028000.0,68,４階,9657
958,12,介護,4,排泄,Excretion,2018-02-09,1518179025000.0,1518179028000.0,70,４階,9658
958,12,介護,4,排泄,Excretion,2018-02-09,1518179025000.0,1518179028000.0,71,４階,9659
931,5,介護,4,排泄,Excretion,2018-02-09,1518201368000.0,1518201375000.0,31,２階,9988
931,5,介護,4,排泄,Excretion,2018-02-09,1518201368000.0,1518201375000.0,35,２階,9989
931,5,介護,4,排泄,Excretion,2018-02-09,1518201368000.0,1518201375000.0,36,２階,9990
1057,12,介護,4,排泄,Excretion,2018-02-13,1518536169000.0,1518536170000.0,59,４階,15666
1057,12,介護,4,排泄,Excretion,2018-02-13,1518536169000.0,1518536170000.0,60,４階,15667
1057,12,介護,4,排泄,Excretion,2018-02-13,1518536169000.0,1518536170000.0,61,４階,15668
1057,12,介護,4,排泄,Excretion,2018-02-13,1518536169000.0,1518536170000.0,63,４階,15669
1057,12,介護,4,排泄,Excretion,2018-02-13,1518536169000.0,1518536170000.0,68,４階,15670
1057,12,介護,4,排泄,Excretion,2018-02-13,1518536169000.0,1518536170000.0,70,４階,15671
1057,12,介護,4,排泄,Excretion,2018-02-13,1518536169000.0,1518536170000.0,71,４階,15672
1057,12,介護,4,排泄,Excretion,2018-02-13,1518536169000.0,1518536170000.0,72,４階,15673
1061,12,介護,4,排泄,Excretion,2018-02-13,1518536324000.0,1518536325000.0,65,４階,15692
1061,12,介護,4,排泄,Excretion,2018-02-13,1518536324000.0,1518536325000.0,69,退去者,15693
1062,12,介護,4,排泄,Excretion,2018-02-13,1518537276000.0,1518537277000.0,56,４階,15694
1063,12,介護,4,排泄,Excretion,2018-02-13,1518537303000.0,1518537304000.0,59,４階,15695
1063,12,介護,4,排泄,Excretion,2018-02-13,1518537303000.0,1518537304000.0,61,４階,15696
1063,12,介護,4,排泄,Excretion,2018-02-13,1518537303000.0,1518537304000.0,63,４階,15697
1063,12,介護,4,排泄,Excretion,2018-02-13,1518537303000.0,1518537304000.0,68,４階,15698
1063,12,介護,4,排泄,Excretion,2018-02-13,1518537303000.0,1518537304000.0,70,４階,15699
1063,12,介護,4,排泄,Excretion,2018-02-13,1518537303000.0,1518537304000.0,71,４階,15700
1063,12,介護,4,排泄,Excretion,2018-02-13,1518537303000.0,1518537304000.0,72,４階,15701
1065,12,介護,4,排泄,Excretion,2018-02-13,1518538859000.0,1518538860000.0,65,４階,15718
1066,12,介護,4,排泄,Excretion,2018-02-13,1518542471000.0,1518542472000.0,69,退去者,15719
1067,12,介護,4,排泄,Excretion,2018-02-13,1518544225000.0,1518544226000.0,56,４階,15720
1067,12,介護,4,排泄,Excretion,2018-02-13,1518544225000.0,1518544226000.0,59,４階,15721
1067,12,介護,4,排泄,Excretion,2018-02-13,1518544225000.0,1518544226000.0,61,４階,15722
1067,12,介護,4,排泄,Excretion,2018-02-13,1518544225000.0,1518544226000.0,63,４階,15723
1067,12,介護,4,排泄,Excretion,2018-02-13,1518544225000.0,1518544226000.0,67,４階,15724
1067,12,介護,4,排泄,Excretion,2018-02-13,1518544225000.0,1518544226000.0,68,４階,15725
1067,12,介護,4,排泄,Excretion,2018-02-13,1518544225000.0,1518544226000.0,70,４階,15726
1067,12,介護,4,排泄,Excretion,2018-02-13,1518544225000.0,1518544226000.0,71,４階,15727
1067,12,介護,4,排泄,Excretion,2018-02-13,1518544225000.0,1518544226000.0,72,４階,15728
1218,12,介護,4,排泄,Excretion,2018-02-14,1518608133000.0,1518608134000.0,63,４階,16240
1222,12,介護,4,排泄,Excretion,2018-02-14,1518608290000.0,1518608293000.0,59,４階,16251
1222,12,介護,4,排泄,Excretion,2018-02-14,1518608290000.0,1518608293000.0,61,４階,16252
1222,12,介護,4,排泄,Excretion,2018-02-14,1518608290000.0,1518608293000.0,68,４階,16254
1222,12,介護,4,排泄,Excretion,2018-02-14,1518608290000.0,1518608293000.0,70,４階,16255
1222,12,介護,4,排泄,Excretion,2018-02-14,1518608290000.0,1518608293000.0,71,４階,16253
1225,12,介護,4,排泄,Excretion,2018-02-14,1518608418000.0,1518608419000.0,56,４階,16265
1225,12,介護,4,排泄,Excretion,2018-02-14,1518608418000.0,1518608419000.0,59,４階,16266
1225,12,介護,4,排泄,Excretion,2018-02-14,1518608418000.0,1518608419000.0,61,４階,16267
1225,12,介護,4,排泄,Excretion,2018-02-14,1518608418000.0,1518608419000.0,63,４階,16268
1225,12,介護,4,排泄,Excretion,2018-02-14,1518608418000.0,1518608419000.0,68,４階,16269
1225,12,介護,4,排泄,Excretion,2018-02-14,1518608418000.0,1518608419000.0,70,４階,16270
1225,12,介護,4,排泄,Excretion,2018-02-14,1518608418000.0,1518608419000.0,71,４階,16271
1229,12,介護,4,排泄,Excretion,2018-02-14,1518616763000.0,1518616764000.0,69,退去者,16320
1230,12,介護,4,排泄,Excretion,2018-02-14,1518620214000.0,1518620215000.0,56,４階,16321
1230,12,介護,4,排泄,Excretion,2018-02-14,1518620214000.0,1518620215000.0,59,４階,16322
1230,12,介護,4,排泄,Excretion,2018-02-14,1518620214000.0,1518620215000.0,61,４階,16323
1230,12,介護,4,排泄,Excretion,2018-02-14,1518620214000.0,1518620215000.0,63,４階,16324
1230,12,介護,4,排泄,Excretion,2018-02-14,1518620214000.0,1518620215000.0,67,４階,16325
1230,12,介護,4,排泄,Excretion,2018-02-14,1518620214000.0,1518620215000.0,68,４階,16326
1230,12,介護,4,排泄,Excretion,2018-02-14,1518620214000.0,1518620215000.0,70,４階,16327
1230,12,介護,4,排泄,Excretion,2018-02-14,1518620214000.0,1518620215000.0,71,４階,16328
1230,12,介護,4,排泄,Excretion,2018-02-14,1518620214000.0,1518620215000.0,72,４階,16329
1232,12,介護,4,排泄,Excretion,2018-02-15,1518711019000.0,1518711020000.0,69,退去者,16346
1234,12,介護,4,排泄,Excretion,2018-02-15,1518713584000.0,1518713585000.0,65,４階,16363
1236,12,介護,4,排泄,Excretion,2018-02-15,1518718047000.0,1518718048000.0,56,４階,16380
1236,12,介護,4,排泄,Excretion,2018-02-15,1518718047000.0,1518718048000.0,59,４階,16381
1236,12,介護,4,排泄,Excretion,2018-02-15,1518718047000.0,1518718048000.0,61,４階,16382
1236,12,介護,4,排泄,Excretion,2018-02-15,1518718047000.0,1518718048000.0,63,４階,16383
1236,12,介護,4,排泄,Excretion,2018-02-15,1518718047000.0,1518718048000.0,65,４階,16384
1236,12,介護,4,排泄,Excretion,2018-02-15,1518718047000.0,1518718048000.0,67,４階,16385
1236,12,介護,4,排泄,Excretion,2018-02-15,1518718047000.0,1518718048000.0,68,４階,16386
1236,12,介護,4,排泄,Excretion,2018-02-15,1518718047000.0,1518718048000.0,70,４階,16387
1236,12,介護,4,排泄,Excretion,2018-02-15,1518718047000.0,1518718048000.0,71,４階,16388
1236,12,介護,4,排泄,Excretion,2018-02-15,1518718047000.0,1518718048000.0,72,４階,16389
1237,12,介護,4,排泄,Excretion,2018-02-15,1518719469000.0,1518719471000.0,69,退去者,16390
1257,12,介護,4,排泄,Excretion,2018-02-15,1518725806000.0,1518725807000.0,61,４階,16497
1259,12,介護,4,排泄,Excretion,2018-02-15,1518725830000.0,1518725831000.0,71,４階,16499
1261,12,介護,4,排泄,Excretion,2018-02-15,1518728776000.0,1518728777000.0,70,４階,16501
1263,12,介護,4,排泄,Excretion,2018-02-15,1518728801000.0,1518728803000.0,60,４階,16503
1265,12,介護,4,排泄,Excretion,2018-02-15,1518728835000.0,1518728836000.0,63,４階,16505
1267,12,介護,4,排泄,Excretion,2018-02-15,1518728863000.0,1518728864000.0,67,４階,16507
1270,12,介護,4,排泄,Excretion,2018-02-15,1518728897000.0,1518728899000.0,56,４階,16510
1336,12,介護,4,排泄,Excretion,2018-02-17,1518834727000.0,1518834728000.0,67,４階,16734
1337,12,介護,4,排泄,Excretion,2018-02-17,1518836124000.0,1518836125000.0,63,４階,16735
1339,12,介護,4,排泄,Excretion,2018-02-17,1518836148000.0,1518836150000.0,71,４階,16737
1341,12,介護,4,排泄,Excretion,2018-02-17,1518836165000.0,1518836166000.0,65,４階,16739
1344,12,介護,4,排泄,Excretion,2018-02-17,1518845042000.0,1518845043000.0,59,４階,16749
1344,12,介護,4,排泄,Excretion,2018-02-17,1518845042000.0,1518845043000.0,60,４階,16750
1344,12,介護,4,排泄,Excretion,2018-02-17,1518845042000.0,1518845043000.0,61,４階,16751
1344,12,介護,4,排泄,Excretion,2018-02-17,1518845042000.0,1518845043000.0,63,４階,16752
1344,12,介護,4,排泄,Excretion,2018-02-17,1518845042000.0,1518845043000.0,70,４階,16753
1347,12,介護,4,排泄,Excretion,2018-02-17,1518849952000.0,1518849953000.0,65,４階,16772
1349,12,介護,4,排泄,Excretion,2018-02-17,1518851414000.0,1518851417000.0,65,４階,16774
1357,12,介護,4,排泄,Excretion,2018-02-17,1518851464000.0,1518851466000.0,59,４階,16783
1357,12,介護,4,排泄,Excretion,2018-02-17,1518851464000.0,1518851466000.0,70,４階,16784
1357,12,介護,4,排泄,Excretion,2018-02-17,1518851464000.0,1518851466000.0,71,４階,16785
1373,12,介護,4,排泄,Excretion,2018-02-18,1518918321000.0,1518918322000.0,59,４階,16870
1373,12,介護,4,排泄,Excretion,2018-02-18,1518918321000.0,1518918322000.0,60,４階,16871
1373,12,介護,4,排泄,Excretion,2018-02-18,1518918321000.0,1518918322000.0,70,４階,16872
1374,12,介護,4,排泄,Excretion,2018-02-18,1518920569000.0,1518920571000.0,61,４階,16873
1378,12,介護,4,排泄,Excretion,2018-02-18,1518926313000.0,1518926314000.0,65,４階,16879
1379,12,介護,4,排泄,Excretion,2018-02-18,1518935216000.0,1518935216000.0,59,４階,16880
1379,12,介護,4,排泄,Excretion,2018-02-18,1518935216000.0,1518935216000.0,61,４階,16881
1380,12,介護,4,排泄,Excretion,2018-02-18,1518935570000.0,1518935571000.0,60,４階,16882
1412,12,介護,4,排泄,Excretion,2018-02-19,1519030931000.0,1519030932000.0,68,４階,17025
1414,12,介護,4,排泄,Excretion,2018-02-19,1519030960000.0,1519030960000.0,63,４階,17027
1419,12,介護,4,排泄,Excretion,2018-02-19,1519033718000.0,1519033719000.0,71,４階,17036
1427,12,介護,4,排泄,Excretion,2018-02-19,1519037125000.0,1519037126000.0,69,退去者,17049
1429,12,介護,4,排泄,Excretion,2018-02-19,1519041042000.0,1519041043000.0,60,４階,17051
1431,12,介護,4,排泄,Excretion,2018-02-19,1519041877000.0,1519041954000.0,59,４階,17068
1431,12,介護,4,排泄,Excretion,2018-02-19,1519041877000.0,1519041954000.0,61,４階,17069
1431,12,介護,4,排泄,Excretion,2018-02-19,1519041877000.0,1519041954000.0,63,４階,17070
1431,12,介護,4,排泄,Excretion,2018-02-19,1519041877000.0,1519041954000.0,65,４階,17071
1431,12,介護,4,排泄,Excretion,2018-02-19,1519041877000.0,1519041954000.0,68,４階,17072
1431,12,介護,4,排泄,Excretion,2018-02-19,1519041877000.0,1519041954000.0,70,４階,17073
1431,12,介護,4,排泄,Excretion,2018-02-19,1519041877000.0,1519041954000.0,71,４階,17074
1431,12,介護,4,排泄,Excretion,2018-02-19,1519041877000.0,1519041954000.0,72,４階,17075
1434,12,介護,4,排泄,Excretion,2018-02-19,1519045698000.0,1519045699000.0,69,退去者,17079
1435,12,介護,4,排泄,Excretion,2018-02-19,1519045924000.0,1519045926000.0,65,４階,17080
1437,12,介護,4,排泄,Excretion,2018-02-19,1519049231000.0,1519049235000.0,56,４階,17097
1437,12,介護,4,排泄,Excretion,2018-02-19,1519049231000.0,1519049235000.0,65,４階,17098
1437,12,介護,4,排泄,Excretion,2018-02-19,1519049231000.0,1519049235000.0,72,４階,17099
1403,5,介護,4,排泄,Excretion,2018-02-19,1519054962000.0,1519054963000.0,35,２階,16987
1403,5,介護,4,排泄,Excretion,2018-02-19,1519054962000.0,1519054963000.0,36,２階,16988
1403,5,介護,4,排泄,Excretion,2018-02-19,1519054962000.0,1519054963000.0,92,２階,16989
1403,5,介護,4,排泄,Excretion,2018-02-19,1519054962000.0,1519054963000.0,38,３階,16990
1403,5,介護,4,排泄,Excretion,2018-02-19,1519054962000.0,1519054963000.0,40,３階,16991
1403,5,介護,4,排泄,Excretion,2018-02-19,1519054962000.0,1519054963000.0,43,３階,16992
1403,5,介護,4,排泄,Excretion,2018-02-19,1519054962000.0,1519054963000.0,44,３階,16993
1403,5,介護,4,排泄,Excretion,2018-02-19,1519054962000.0,1519054963000.0,45,３階,16994
1403,5,介護,4,排泄,Excretion,2018-02-19,1519054962000.0,1519054963000.0,50,３階,16995
1477,22,介護,4,排泄,Excretion,2018-02-20,1519085788000.0,1519085789000.0,59,４階,17255
1477,22,介護,4,排泄,Excretion,2018-02-20,1519085788000.0,1519085789000.0,60,４階,17256
1477,22,介護,4,排泄,Excretion,2018-02-20,1519085788000.0,1519085789000.0,61,４階,17257
1477,22,介護,4,排泄,Excretion,2018-02-20,1519085788000.0,1519085789000.0,63,４階,17258
1477,22,介護,4,排泄,Excretion,2018-02-20,1519085788000.0,1519085789000.0,70,４階,17259
1477,22,介護,4,排泄,Excretion,2018-02-20,1519085788000.0,1519085789000.0,71,４階,17260
1438,12,介護,4,排泄,Excretion,2018-02-20,1519140067000.0,1519140068000.0,56,４階,17100
1438,12,介護,4,排泄,Excretion,2018-02-20,1519140067000.0,1519140068000.0,59,４階,17101
1438,12,介護,4,排泄,Excretion,2018-02-20,1519140067000.0,1519140068000.0,61,４階,17102
1438,12,介護,4,排泄,Excretion,2018-02-20,1519140067000.0,1519140068000.0,63,４階,17103
1438,12,介護,4,排泄,Excretion,2018-02-20,1519140067000.0,1519140068000.0,67,４階,17104
1438,12,介護,4,排泄,Excretion,2018-02-20,1519140067000.0,1519140068000.0,68,４階,17105
1438,12,介護,4,排泄,Excretion,2018-02-20,1519140067000.0,1519140068000.0,70,４階,17106
1438,12,介護,4,排泄,Excretion,2018-02-20,1519140067000.0,1519140068000.0,71,４階,17107
1442,12,介護,4,排泄,Excretion,2018-02-20,1519149678000.0,1519149679000.0,56,４階,17156
1442,12,介護,4,排泄,Excretion,2018-02-20,1519149678000.0,1519149679000.0,59,４階,17157
1442,12,介護,4,排泄,Excretion,2018-02-20,1519149678000.0,1519149679000.0,61,４階,17158
1442,12,介護,4,排泄,Excretion,2018-02-20,1519149678000.0,1519149679000.0,63,４階,17159
1442,12,介護,4,排泄,Excretion,2018-02-20,1519149678000.0,1519149679000.0,67,４階,17160
1442,12,介護,4,排泄,Excretion,2018-02-20,1519149678000.0,1519149679000.0,68,４階,17161
1442,12,介護,4,排泄,Excretion,2018-02-20,1519149678000.0,1519149679000.0,70,４階,17162
1442,12,介護,4,排泄,Excretion,2018-02-20,1519149678000.0,1519149679000.0,71,４階,17163
1442,12,介護,4,排泄,Excretion,2018-02-20,1519149678000.0,1519149679000.0,72,４階,17164
1443,12,介護,4,排泄,Excretion,2018-02-20,1519154172000.0,1519154174000.0,65,４階,17165
1445,12,介護,4,排泄,Excretion,2018-02-20,1519157459000.0,1519157460000.0,65,４階,17182
1447,12,介護,4,排泄,Excretion,2018-02-20,1519158050000.0,1519158051000.0,69,退去者,17184
1449,12,介護,4,排泄,Excretion,2018-02-20,1519159847000.0,1519159847000.0,67,４階,17191
1451,12,介護,4,排泄,Excretion,2018-02-20,1519159880000.0,1519159881000.0,61,４階,17193
1454,12,介護,4,排泄,Excretion,2018-02-20,1519159915000.0,1519159916000.0,71,４階,17196
1457,12,介護,4,排泄,Excretion,2018-02-20,1519159937000.0,1519159938000.0,60,４階,17199
1459,12,介護,4,排泄,Excretion,2018-02-20,1519159965000.0,1519159966000.0,63,４階,17201
1466,12,介護,4,排泄,Excretion,2018-02-20,1519165094000.0,1519165095000.0,70,４階,17211
1475,12,介護,4,排泄,Excretion,2018-02-20,1519171125000.0,1519171126000.0,68,４階,17250
1527,12,介護,4,排泄,Excretion,2018-02-22,1519263120000.0,1519263121000.0,68,４階,17368
1530,12,介護,4,排泄,Excretion,2018-02-22,1519265274000.0,1519265275000.0,59,４階,17386
1530,12,介護,4,排泄,Excretion,2018-02-22,1519265274000.0,1519265275000.0,61,４階,17387
1530,12,介護,4,排泄,Excretion,2018-02-22,1519265274000.0,1519265275000.0,70,４階,17388
1530,12,介護,4,排泄,Excretion,2018-02-22,1519265274000.0,1519265275000.0,71,４階,17389
1534,12,介護,4,排泄,Excretion,2018-02-22,1519272380000.0,1519272382000.0,65,４階,17430
1535,3,ケアマネジャー,4,排泄,Excretion,2018-02-22,1519272674000.0,1519273551000.0,35,２階,17431
1537,3,ケアマネジャー,4,排泄,Excretion,2018-02-22,1519274783000.0,1519275872000.0,31,２階,17434
1544,12,介護,4,排泄,Excretion,2018-02-22,1519280016000.0,1519280017000.0,61,４階,17456
1546,12,介護,4,排泄,Excretion,2018-02-22,1519282271000.0,1519282272000.0,71,４階,17458
1548,12,介護,4,排泄,Excretion,2018-02-22,1519282304000.0,1519282304000.0,68,４階,17460
1551,12,介護,4,排泄,Excretion,2018-02-22,1519282324000.0,1519282325000.0,59,４階,17463
1552,12,介護,4,排泄,Excretion,2018-02-22,1519282338000.0,1519282340000.0,63,４階,17464
1613,12,介護,4,排泄,Excretion,2018-02-23,1519376283000.0,1519376290000.0,63,４階,17648
1616,12,介護,4,排泄,Excretion,2018-02-23,1519378681000.0,1519378681000.0,59,４階,17652
1616,12,介護,4,排泄,Excretion,2018-02-23,1519378681000.0,1519378681000.0,61,４階,17653
1616,12,介護,4,排泄,Excretion,2018-02-23,1519378681000.0,1519378681000.0,70,４階,17654
1616,12,介護,4,排泄,Excretion,2018-02-23,1519378681000.0,1519378681000.0,71,４階,17655
1621,12,介護,4,排泄,Excretion,2018-02-23,1519379351000.0,1519379352000.0,71,４階,17666
1638,12,介護,4,排泄,Excretion,2018-02-23,1519387529000.0,1519387531000.0,56,４階,17719
1638,12,介護,4,排泄,Excretion,2018-02-23,1519387529000.0,1519387531000.0,59,４階,17720
1638,12,介護,4,排泄,Excretion,2018-02-23,1519387529000.0,1519387531000.0,61,４階,17721
1638,12,介護,4,排泄,Excretion,2018-02-23,1519387529000.0,1519387531000.0,63,４階,17722
1638,12,介護,4,排泄,Excretion,2018-02-23,1519387529000.0,1519387531000.0,68,４階,17723
1638,12,介護,4,排泄,Excretion,2018-02-23,1519387529000.0,1519387531000.0,70,４階,17724
1638,12,介護,4,排泄,Excretion,2018-02-23,1519387529000.0,1519387531000.0,71,４階,17725
1638,12,介護,4,排泄,Excretion,2018-02-23,1519387529000.0,1519387531000.0,72,４階,17726
1644,12,介護,4,排泄,Excretion,2018-02-23,1519391299000.0,1519391301000.0,65,４階,17733
1645,12,介護,4,排泄,Excretion,2018-02-23,1519393082000.0,1519393084000.0,56,４階,17734
1704,12,介護,4,排泄,Excretion,2018-02-24,1519431239000.0,1519431242000.0,68,４階,18002
1708,12,介護,4,排泄,Excretion,2018-02-24,1519432777000.0,1519432778000.0,65,４階,18006
1655,12,介護,4,排泄,Excretion,2018-02-24,1519485735000.0,1519485736000.0,38,３階,17790
1655,12,介護,4,排泄,Excretion,2018-02-24,1519485735000.0,1519485736000.0,40,３階,17791
1656,12,介護,4,排泄,Excretion,2018-02-24,1519485790000.0,1519485792000.0,56,４階,17792
1656,12,介護,4,排泄,Excretion,2018-02-24,1519485790000.0,1519485792000.0,59,４階,17793
1656,12,介護,4,排泄,Excretion,2018-02-24,1519485790000.0,1519485792000.0,61,４階,17794
1656,12,介護,4,排泄,Excretion,2018-02-24,1519485790000.0,1519485792000.0,63,４階,17795
1656,12,介護,4,排泄,Excretion,2018-02-24,1519485790000.0,1519485792000.0,65,４階,17796
1656,12,介護,4,排泄,Excretion,2018-02-24,1519485790000.0,1519485792000.0,67,４階,17797
1656,12,介護,4,排泄,Excretion,2018-02-24,1519485790000.0,1519485792000.0,68,４階,17798
